KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,HTetap,Mst,StMin,StMax,StAwal,StMasuk,StKeluar,Konsi,Disc,Foto,HJUAL2,HJUAL3,MARKUP2,MARKUP3,QTY2,QTY3
'8992695734662,'8992695734662,SENSODYNE RAPID,NULL,NULL,0,0,48000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'4800318407730,'4800318407739,SENSODYNE COOL GEL,NULL,NULL,0,0,46000,0,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8991991161332,'8991991161332,SENSODYNE FRESH MINT,NULL,NULL,25704,25704,38000,47.83691,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8999999707859,'8999999707859,CLOSEUP 160G,NULL,NULL,13000,13000,20000,53.84615,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8997018900038,'8997018900038,BOKASHI KECIL,NULL,NULL,19000,19000,25000,0,N,N,0,0,0,18,5,N,0,,0,0,0,0,0,0
'8997018900021,'8997018900021,BOKASI BSR,NULL,NULL,37500,37500,45000,0,N,N,0,0,0,10,5,N,0,,0,0,0,0,0,0
'0124,'0124,BARA,NULL,NULL,0,0,6000,0,N,N,0,0,0,0,136,N,0,,0,0,0,0,0,0
'8992761147143,'8992761147143,SPRITE WATERLYMON,NULL,NULL,4900,4900,7000,55.55556,N,N,0,0,0,39,75,N,0,,0,0,0,0,0,0
'8992761164508,'8992761164508,NUTRI BOOST COFFE,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,0,18,N,0,,4000,4000,0,0,0,0
'8991111152080,'8991111152080,LISTERIN,NULL,NULL,0,0,35000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8996006853127,'8996006853127,TEBS MIX FRUIT 330ML,BTL,MINUMAN,4000,4000,6000,50,N,N,0,0,0,81,156,N,0,,0,0,0,0,0,0
'8998866602273,'8998866602273,HERS PROTEX EXTRA MAXI 8 PADS,NULL,NULL,0,0,8000,0,N,N,0,0,0,0,10,N,0,,0,0,0,0,0,0
'8998990212249,'8998990212249,NINA,NULL,NULL,0,0,12000,0,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'6921434400058,'6921434400058,FEMININE COMFORT,NULL,NULL,0,0,35000,0,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8998866574044,'8998866574044,PROTEX REGULAR,NULL,NULL,0,0,8000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8998866500791,'8998866500791,PROTEX WINGS,NULL,NULL,0,0,7000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8993189270284,'8993189270284,CHARM BODY FIT,NULL,NULL,4500,4500,10000,122.22222,N,N,0,0,0,5,29,N,0,,0,0,0,0,0,0
'8993189270321,'8993189270321,CHARM BODY FIT EXTRA WINGS,NULL,NULL,0,0,6000,0,N,N,0,0,0,0,10,N,0,,0,0,0,0,0,0
'8998866602297,'8998866602297,HERS PROTEX EXTRA MAXI 24 PADS,NULL,NULL,8700,8700,15000,72.41379,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8992727002998,'8992727002998,LARURIER DAYA SERAP MAKSIMAL,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,17,N,0,,0,0,0,0,0,0
'8992727001731,'8992727001731,PANTYLINERS,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8850007331797,'8850007331797,CAREFREE,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8850007331490,'8850007331490,CAREFREE SUPER DRY 40 LINERS,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8992727004060,'8992727004060,LAURIER DOUBLE COMFORT ISI 18,NULL,NULL,8750,8750,12000,37.14286,N,N,0,0,0,0,18,N,0,,0,0,0,0,0,0
'8993189270673,'8993189270673,CHARM BODY FIT,NULL,NULL,1300,1857.14,3000,0,N,N,0,0,0,20,6,N,0,,0,0,0,0,0,0
'8992750540405,'8992750540405,MITU BOTOL,NULL,NULL,0,0,30000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992772265058,'8992772265058,ANTIS,NULL,NULL,0,0,50000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8991111153117,'8991111153117,LISTERINE GUM CARE,NULL,NULL,0,0,35000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8991111153148,'8991111153148,LISTERINE SIWAK,NULL,NULL,0,0,35000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8992725910615,'8992725910615,LISTERINE CITRUS,NULL,NULL,0,0,35000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'9556111620343,'9556111620343,DETOL BOTOL,NULL,NULL,0,0,30000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8999777857820,'8999777857820,NIVEA SPF 20_100ML,NULL,NULL,76600,76600,100000,30.5483,N,N,0,0,0,2,4,N,0,,0,0,0,0,0,0
'7319470012127,'7319470012127,NIVEA PROTECT & BROWN 20,NULL,NULL,144400,144400,190000,31.57895,N,N,0,0,0,2,9,N,0,,0,0,0,0,0,0
'8991906101026,'8991906101026,DJARUM SUPER,NULL,NULL,29200,29200,31000,6.16438,N,N,0,0,0,6,35,N,0,,24729.06,0,-15.31142,0,0,0
'RT,'RT0,ROTI 5000,WFR,WAFFER,0,0,5000,0,N,N,0,0,0,0,294,N,0,,0,0,0,0,0,0
'RT01,'RT01,ROTI SISIR,WFR,WAFFER,0,0,9000,0,N,N,0,0,0,0,105,N,0,,0,0,0,0,0,0
'8998866201469,'8998866201469,POTABEE BBQ,NULL,NULL,7400,7400,10000,35.13514,N,N,0,0,0,0,55,N,0,,0,0,0,0,0,0
'079656649536,'079656649536,ULTRA PROTECT SPF 30_90ml,NULL,NULL,151000,151000,185000,22.51656,N,N,0,0,0,7,3,N,0,,0,0,0,0,0,0
'079656650716,'079656650716,ULTRA PROTECT  SPF 80_90,NULL,NULL,154300,154300,200000,29.61763,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8991102880039,'8991102880039,BLACK JACK,BTL,MINUMAN,19800,19800,26000,31.31313,N,N,0,0,0,0,21,N,0,,0,0,0,0,0,0
'8991115040093,'8991115040093,HAPPYDENT 14G,P,PERMEN,5800,5800,8000,37.93103,N,N,0,0,0,0,71,N,0,,0,0,0,0,0,0
'RT02,'RT02,ROTI LINTANG BAKERY,WFR,WAFFER,0,0,10000,0,N,N,0,0,0,0,190,N,0,,0,0,0,0,0,0
'8998009040023,'8998009040023,TEH KOTAK 200ML,BTL,MINUMAN,2150,2150,5000,132.55814,N,N,0,0,0,131,103,N,0,,0,0,0,0,0,0
'KJG0,'G,SUTRA,KOPI,COFFEE,0,0,20000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8852961002102,'8852961002102,SUTRA MERAH,CDM,NULL,5417,5417,12000,121.52483,N,N,0,0,0,0,45,N,0,,0,0,0,0,0,0
'8998866200837,'8998866200837,POP MIE SEDAP SOTO 81G,MIE,MIE,4500,4500,7000,47.36842,N,N,0,0,0,33,52,N,0,,0,0,0,0,0,0
'8991901101083,'8991901101083,CRYSTAL,NULL,NULL,13100,13100,16000,22.1374,N,N,0,0,0,10,340,N,0,,10900,10900,-16.79389,0,0,0
'84190819,'84190819,SMOKING DELUXE,NULL,NULL,0,0,23000,0,N,N,0,0,0,0,24,N,0,,0,0,0,0,0,0
'8414775013264,'8414775013264,SMOKING MASTER,NULL,NULL,0,0,20000,0,N,N,0,0,0,0,92,N,0,,0,0,0,0,0,0
'84157034,'84157034,SMOKING RED,NULL,NULL,6500,6500,12000,84.61538,N,N,0,0,0,0,69,N,0,,0,0,0,0,0,0
'84195937,'84195937,SMOKING DELUXE BSR,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,66,N,0,,0,0,0,0,0,0
'KAT,'KAT,KATER,NULL,NULL,0,0,20000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8999777801304,'8999777801304,NIVEA CREME,NULL,NULL,18700,18700,35000,87.16578,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8999777801335,'8999777801335,NIVEA CREME KCIL,NULL,NULL,13000,13000,25000,92.30769,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8999777890544,'8999777890544,NIVEA CREME KCIL,NULL,NULL,11500,11500,20000,73.91304,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8999777004484,'8999777004484,NIVEA MEN COOL KICK,NULL,NULL,16700,16700,25000,49.7006,N,N,0,0,0,0,14,N,0,,0,0,0,0,0,0
'8992742370683,'8992742370683,POLYYTEX SPONS,NULL,NULL,3100,3100,6000,93.54839,N,N,0,0,0,10,70,N,0,,0,0,0,0,0,0
'8998899013046,'8998899013046,BAYCLIN 200ML,NULL,NULL,7000,7000,10000,42.85714,N,N,0,0,0,0,18,N,0,,0,0,0,0,0,0
'8992745550266,'8992745550266,PROCLIN,NULL,NULL,3400,3400,5000,47.05882,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8998899013077,'8998899013077,BAYCLIN 500ML,NULL,NULL,10500,10500,15000,42.85714,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'055500130078,'055500130078,PEMBERSIH LANTAI,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8999777004613,'8999777004613,nivea siver protex,NULL,NULL,16700,16700,25000,49.7006,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8992745320142,'8992745320142,STELLA APPLE FIESTA,NULL,NULL,28000,28000,38000,35.71429,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8886467100055,'8886467100055,PRINGLES HOT & SPICY,NULL,NULL,21000,21000,25000,19.04762,N,N,0,0,0,17,64,N,0,,0,0,0,0,0,0
'8993268115000,'8993268115000,AIR CHEERS 1500ML,NULL,NULL,3678,3678,8000,117.50952,N,N,0,0,0,24,173,N,0,,0,0,0,0,0,0
'8997035600928,'8997035600928,SOY JOY CHOCOLATE,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,23,N,0,,0,0,0,0,0,0
'9556001174659,'9556001174659,MILO CALCIUM CAN 240ML,NULL,NULL,8300,8300,11000,32.53012,N,N,0,0,0,10,52,N,0,,0,0,0,0,0,0
'3014260803926,'3014260803926,ORAL B ALL ROUNDER,NULL,NULL,7700,7700,12000,55.84416,N,N,0,0,0,0,35,N,0,,0,0,0,0,0,0
'8992003782354,'8992003782354,ANTANGIN 15ML,NULL,NULL,3000,3000,5000,66.66667,N,N,0,0,0,12,155,N,0,,0,0,0,0,0,0
'FLG20,'FLG20,FLUG 20,FLG,NULL,0,0,20000,0,N,N,0,0,0,0,30,N,0,,0,0,0,0,0,0
'8997210140089,'8997210140089,GIN GILBEYS 350ML,BTL,MINUMAN,0,0,140000,0,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8991102880107,'8991102880107,MIX MAX BLUEBERRY,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8991102880190,'8991102880190,MIX MAX ICE GLACIER,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8991102880169,'8991102880169,MIX MAX ECOTIC BLUE,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8991102880114,'8991102880114,MIX MAX CRANBERRY,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8991102880176,'8991102880176,MIX MAX CLASSIC,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8991102880213,'8991102880213,MIX MAX GUAVA,NULL,NULL,19800,19800,28000,41.41414,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8886022962135,'8886022962135,AROMATIC LEMON,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8886022962159,'8886022962159,AROMATIC CLOVE,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8992725051226,'8992725051226,MYLANTA 150ML,NULL,NULL,0,0,50000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8991111152059,'8991111152059,MYLANTA 50ML,NULL,NULL,0,0,30000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8993176803198,'8993176803198,TELON LANG 15ML,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8993176110135,'8993176110135,TELON LANG 30ML,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8999777854058,'8999777854058,NIVEA SUN SPF 30_150ML,NULL,NULL,131100,131100,175000,33.48589,N,N,0,0,0,0,24,N,0,,0,0,0,0,0,0
'8992765301008,'8992765301008,GILLETTE GOAL II,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,13,N,0,,0,0,0,0,0,0
'6959097200074,'6959097200074,PEARMAX,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8888826019589,'8888826019589,GILLETTE BLUE II PLUS,NULL,NULL,0,0,13000,0,N,N,0,0,0,0,71,N,0,,0,0,0,0,0,0
'4902430745864,'4902430745864,GILLETTE BLUE SIMPLE 3,NULL,NULL,10525,10525,15000,42.51781,N,N,0,0,0,0,45,N,0,,10525,10525,0,0,0,0
'8992775112144,'8992775112144,KACANG KULIT GARUDA BAWANG 65G,KCK,KACANG,4100,4100,6000,46.34146,N,N,0,0,0,24,28,N,0,,0,0,0,0,0,0
'8992775112137,'8992775112137,KACANG KULIT GARUDA BAWANG 90G,KCK,KACANG,7600,7600,10000,31.57895,N,N,0,0,0,0,23,N,0,,0,0,0,0,0,0
'8886022971298,'8886022971298,ALKALINE AA 2 PCS,AIR,AIR,9000,9000,15000,66.66667,N,N,0,0,2,0,30,N,0,,0,0,0,0,0,0
'8995227500582,'8995227500582,cincau,NULL,NULL,4800,4800,7000,45.83333,N,N,0,0,0,14,163,N,0,,0,0,0,0,0,0
'8994231100221,'8994231100221,KOPI BANYUATIS 200GR,NULL,NULL,0,0,20000,0,N,N,0,0,0,0,35,N,0,,0,0,0,0,0,0
'8994231100108,'8994231100108,KOPI BANYUATIS 500GR,NULL,NULL,0,0,40000,0,N,N,0,0,0,0,29,N,0,,0,0,0,0,0,0
'8996001350522,'8996001350522,ROMA WAFER CHOCO BLAST,NULL,NULL,800,800,1500,87.5,N,N,0,0,0,20,42,N,0,,0,0,0,0,0,0
'8996001350515,'8996001350515,ZUPER KEJU,NULL,NULL,800,800,2000,150,N,N,0,0,0,0,32,N,0,,0,0,0,0,0,0
'8996001350676,'8996001350676,SUPER KEJU COKLAT,NULL,NULL,800,800,2000,150,N,N,0,0,0,0,29,N,0,,0,0,0,0,0,0
'8996001302637,'8996001302637,ROMA MALKIST COKLAT,NULL,NULL,6000,6000,8000,60,N,N,0,0,0,16,51,N,0,,5000,0,0,0,0,0
'8991111101316,'8991111101316,GOHNSONS BABI OIL 50ML,NULL,NULL,9600,9600,15000,56.25,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8992725910424,'8992725910424,LISTERINE FRESH BRUST,NULL,NULL,19400,19400,27000,39.17526,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8992725910332,'8992725910332,LISTERINE COOL MINT,NULL,NULL,19400,19400,27000,39.17526,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'9556006060346,'9556006060346,GOHNSONS BABY LOTION,NULL,NULL,13600,13600,20000,47.05882,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8991111102924,'8991111102924,GOHNSONS COTTONTOUCH,NULL,NULL,17000,17000,25000,47.05882,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8999777011031,'8999777011031,NIVEA PEARL & BEAUTY,NULL,NULL,38500,38500,55000,42.85714,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8999777007515,'8999777007515,NIVEA MEN FRESH ACTIVE,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8999777004972,'8999777004972,NIVEA MEN SPRY B&W,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8999777004910,'8999777004910,NIVEA MEN SPRY COOL KICK,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8999777004880,'8999777004880,NIVEA CLEAR B&W,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8999777010676,'8999777010676,NIVEA MEN DEEP,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8999777007591,'8999777007591,NIVEA MEN DRY IMPACT,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8999777014261,'8999777014261,NIVEA MEN DEEP ESPRESSO,NULL,NULL,39000,39000,55000,41.02564,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'6931598210776,'6931598210776,KOREK G2000,NULL,NULL,2500,2500,5000,100,N,N,0,0,0,150,254,N,0,,0,0,0,0,0,0
'8992775110157,'8992775110157,KACANG KULIT GARUDA 65GR,KCK,KACANG,4200,4200,6000,42.85714,N,N,0,0,0,24,33,N,0,,0,0,0,0,0,0
'8993058000684,'8993058000684,EXTRAJOSS SACHET,BTL,MINUMAN,0,0,1500,0,N,N,0,0,0,0,662,N,0,,0,0,0,0,0,0
'8999777012151,'8999777012151,HANSAPLAS TRANSPARAN,NULL,NULL,8000,8000,15000,87.5,N,N,0,0,0,0,16,N,0,,0,0,0,0,0,0
'8995177109996,'8995177109996,GULAKU 500GR,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,33,N,0,,0,0,0,0,0,0
'4987176008718,'4987176008718,VAPORUB 25G,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'4987176000552,'4987176000552,VAPORUB 50G,NULL,NULL,0,0,20000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8999777012267,'8999777012267,HANSAPLAS ROLL,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'109,'109,KOPI BANYUATIS ORIGINAL 100GR,NULL,NULL,0,0,15000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8991906101019,'8991906101019,DJARUM SUPER,NULL,NULL,23000,23000,25000,8.69565,N,N,0,0,0,28,59,N,0,,16845.15,16845.15,-26.7602,-26.7602,0,0
'8997031671373,'8997031671373,JHON D-BLEND,NULL,NULL,16000,16000,18000,12.5,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8997031671397,'8997031671397,JHON BLACK,NULL,NULL,15000,15000,18000,20,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'TAS,'TAS,TAS,NULL,NULL,0,0,6000,0,N,N,0,0,0,0,39,N,0,,0,0,0,0,0,0
'8995077600227,'8995077600227,KACANG DUA KELINCI GARLIC 180G,KCK,KACANG,18500,18500,25000,11.11111,N,N,0,0,0,19,50,N,0,,0,0,0,0,0,0
'8992775112120,'8992775112120,KACANG GARUDA 220G,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8999002675137,'8999002675137,ENERGIZER,NULL,NULL,40000,40000,55000,37.5,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'ADEM,'ADEM,ADEM SARI,NULL,NULL,1916,1916,3000,56.5762,N,N,0,0,0,24,164,N,0,,0,0,0,0,0,0
'0899999940123,'8999999401238,RINS0 BUBUK 800 GR,NULL,NULL,16800,16800,20000,19.04762,N,N,0,0,10,0,2,N,0,,0,0,0,0,0,0
'8998899001166,'8998899001166,BAYGON 400 ML,NULL,NULL,0,0,45000,0,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8992745130420,'8992745130420,HIT 415ML,NULL,NULL,27000,27000,40000,48.14815,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'12ASC,'0123ASC,BODREX,NULL,NULL,450,450,1000,122.22222,N,N,0,0,0,20,160,N,0,,0,0,0,0,0,0
'9556156049215,'9556156049215,SUSU KEDELAI,NULL,NULL,5000,5000,10000,100,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8992775001806,'8992775001806,MALKIS,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,50,222,N,0,,0,0,0,0,0,0
'089686017748,'089686017748,SARIMI ISI 2,NULL,NULL,0,0,5000,0,N,N,0,0,0,0,104,N,0,,0,0,0,0,0,0
'8994222112318,'8994222112318,KACANG GANGSAR,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,0,34,N,0,,0,0,0,0,0,0
'han,'han,hansaplas jumbo,NULL,NULL,0,0,1500,0,N,N,0,0,0,0,138,N,0,,0,0,0,0,0,0
'8995077600807,'8995077600807,TIC TAC ORIGINAL,NULL,NULL,5500,5500,7000,27.27273,N,N,0,0,0,17,33,N,0,,0,0,0,0,0,0
'8992759535457,'8992759535457,TISUE NICE ROLL,NULL,NULL,0,0,10000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'susu,'susu,susu indomilk saset,NULL,NULL,1250,1250,2000,60,N,N,0,0,0,0,121,N,0,,0,0,0,0,0,0
'9310155520102,'9310155520102,FANTASTIC CHEESE,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'089686598353,'089686598353,CHITATO ORIGINAL 68G,SNK,SNACK,10500,10500,12000,14.28571,N,N,0,0,0,13,187,N,0,,0,0,0,0,0,0
'69030376,'69030376,"snicker 21,5 g",WFR,WAFFER,0,0,5000,0,N,N,0,0,0,0,121,N,0,,0,0,0,0,0,0
'RT4,'RT4,ROTI MONI,C,CEMILAN,2500,2500,4000,60,N,N,0,0,0,24,92,N,0,,0,0,0,0,0,0
'8992742360844,'8992742360844,POLYTEX SABUT STAINLESS,NULL,NULL,2083,2083,5000,140.03841,N,N,0,0,0,0,27,N,0,,0,0,0,0,0,0
'8991001111647,'8991001111647,SILVERQUEEN CASHEW,NULL,NULL,16500,16500,22000,33.33333,N,N,0,0,0,0,37,N,0,,16500,0,0,0,0,0
'8991001121400,'8991001121400,SILVERQUEEN ALMOND,NULL,NULL,12200,12200,20000,63.93443,N,N,0,0,0,0,24,N,0,,0,0,0,0,0,0
'089686060027,'089686060027,POP MIE AYAM,MIE,MIE,4500,4500,7000,55.55556,N,N,0,0,0,190,314,N,0,,0,0,0,0,0,0
'012314,'3243252,BATERAI DYNAMAX AAA 1 PASANG,NULL,NULL,4500,4500,10000,122.22222,N,N,0,0,30,0,0,N,0,,0,0,0,0,0,0
'8997210108959,'8997210108959,BATERAI AFTA AA 1 PCS,NULL,NULL,4500,4500,5000,11.11111,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8991906101422,'8991906101422,LA BOLD 16,RK,ROKOK,27000,27000,22000,5.26316,N,N,0,0,0,2,81,N,0,,12700,15800,-19.62025,0,0,0
'8992761122430,'8992761122430,FRESTEA MADU 500ML,BTL,MINUMAN,4250,4250,7000,73.18159,N,N,0,0,0,61,65,N,0,,0,0,0,0,0,0
'8992717781025,'8992717781025,SANTEN,NULL,NULL,2800,2800,4000,42.85714,N,N,0,0,0,16,128,N,0,,0,0,0,0,0,0
'4902430393126,'4902430393126,VICKS INHALER,NULL,NULL,0,0,17000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'gula,'gula,GULA 1KG,NULL,NULL,17000,17000,20000,17.64706,N,N,0,0,0,11,73,N,0,,0,0,0,0,0,0
'8850291102738,'8850291102738,TG CSHW NUTS MIX HONEY ROASTED,NULL,NULL,16927,16927,22000,29.96987,N,N,0,0,0,6,22,N,0,,0,0,0,0,0,0
'8996001304990,'8996001304990,ROMA SARI GANDUM SUSU&COKLAT,C,CEMILAN,6300,6300,8000,26.98413,N,N,0,0,0,8,203,N,0,,6500,6500,3.1746,3.1746,0,0
'8992775001608,'8992775001608,CHOCOLATOS SWEET CHEESE,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,32,141,N,0,,0,0,0,0,0,0
'8886030323904,'8886030323904,PORSTEX 1000ML,NULL,NULL,17000,17000,25000,47.05882,N,N,0,0,0,0,6,N,0,,17000,0,0,0,0,0
'8993039111255,'8993039111255,REGAL KECIL,NULL,NULL,11500,11500,13000,44.44444,N,N,0,0,0,4,22,N,0,,9000,9000,0,0,0,0
'8993039112504,'8993039112504,REGAL BESAR,NULL,NULL,18000,18000,20000,11.11111,N,N,0,0,0,0,23,N,0,,18000,18000,0,0,0,0
'8992747180225,'8992747180225,VIXAL,NULL,NULL,15000,15000,20000,33.33333,N,N,0,0,0,0,8,N,0,,15000,15000,0,0,0,0
'80768258,'80768258,KINDER JOY,C,CEMILAN,0,0,15000,0,N,N,0,0,0,0,28,N,0,,0,0,0,0,0,0
'8886020001294,'8886020001294,SWALLOW KAPUR BARUS,NULL,NULL,16000,16000,20000,25,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8999002691816,'8999002691816,EVEREADY AA2,NULL,NULL,18600,18600,25000,34.4086,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'arabica,'arabica,COFFE ARABICA & ROBUSTA,NULL,NULL,26000,26000,40000,53.84615,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'10,'01,GIN 700ML,NULL,NULL,0,0,250000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8992745730118,'8992745730118,BIOSOL 400ML,NULL,NULL,25200,25200,35000,38.88889,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8999999407896,'8999999407896,WIPOL 450ML,NULL,NULL,20500,20500,15000,36.36364,N,N,0,0,0,5,3,N,0,,0,0,0,0,0,0
'055500130054,'055500130054,SOS BOTOL 800ML,NULL,NULL,11600,11600,20000,72.41379,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8992779024207,'8992779024207,MR MUSCLE 800 ML,NULL,NULL,11000,11000,15000,36.36364,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'055500130221,'055500130221,PEMBERSIH LANTAI SOS,NULL,NULL,10200,10200,15000,47.05882,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8999999401023,'8999999401023,MOLTO PEWANGI 900ML,NULL,NULL,12000,12000,18000,50,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'055500130238,'055500130238,S.O.S FLORAL BLOSSOM 750ML,NULL,NULL,11000,11000,15000,36.36364,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8998899995403,'8998899995403,BAYGON 225ML,NULL,NULL,11900,11900,18000,51.2605,N,N,0,0,0,12,8,N,0,,0,0,0,0,0,0
'8998899400372,'8998899400372,BAYGON WATERBASE,NULL,NULL,17000,17000,25000,47.05882,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8998899400358,'8998899400358,BAYGON 275ML,NULL,NULL,21900,21900,30000,36.9863,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8992745120407,'8992745120407,HIT ORANGE 200ML,NULL,NULL,15500,15500,18000,38.46154,N,N,0,0,0,7,9,N,0,,0,0,0,0,0,0
